,Company Name,Form Type,CIK,Date Filed,URL
7584,Organic Agricultural Co Ltd,10-K,1749849,20191002,http://www.sec.gov/Archives/edgar/data/1749849/0001213900-19-019483-index.htm
7585,"Stitch Fix, Inc.",10-K,1576942,20191002,http://www.sec.gov/Archives/edgar/data/1576942/0001576942-19-000013-index.htm
7586,AS-IP TECH INC,10-K,1067873,20191025,http://www.sec.gov/Archives/edgar/data/1067873/0001393905-19-000298-index.htm
7587,HQDA ELDERLY LIFE NETWORK CORP.,10-K,1304730,20191025,http://www.sec.gov/Archives/edgar/data/1304730/0001493152-19-015971-index.htm
7588,INSTEEL INDUSTRIES INC,10-K,764401,20191025,http://www.sec.gov/Archives/edgar/data/764401/0001437749-19-020623-index.htm
7589,MU GLOBAL HOLDING Ltd,10-K,1746119,20191025,http://www.sec.gov/Archives/edgar/data/1746119/0001493152-19-015952-index.htm
7590,NET 1 UEPS TECHNOLOGIES INC,10-K,1041514,20191025,http://www.sec.gov/Archives/edgar/data/1041514/0001062993-19-004031-index.htm
7591,"SCHNITZER STEEL INDUSTRIES, INC.",10-K,912603,20191025,http://www.sec.gov/Archives/edgar/data/912603/0000950123-19-009689-index.htm
7592,UNEX HOLDINGS INC.,10-K,1700844,20191025,http://www.sec.gov/Archives/edgar/data/1700844/0001700844-19-000012-index.htm
7593,AIR PRODUCTS & CHEMICALS INC /DE/,10-K,2969,20191126,http://www.sec.gov/Archives/edgar/data/2969/0000002969-19-000051-index.htm
7594,ANALOG DEVICES INC,10-K,6281,20191126,http://www.sec.gov/Archives/edgar/data/6281/0000006281-19-000144-index.htm
7595,Aramark,10-K,1584509,20191126,http://www.sec.gov/Archives/edgar/data/1584509/0001584509-19-000237-index.htm
7596,BEACON ROOFING SUPPLY INC,10-K,1124941,20191126,http://www.sec.gov/Archives/edgar/data/1124941/0001564590-19-044546-index.htm
7597,COHERENT INC,10-K,21510,20191126,http://www.sec.gov/Archives/edgar/data/21510/0000021510-19-000034-index.htm
7598,EDGEWELL PERSONAL CARE Co,10-K,1096752,20191126,http://www.sec.gov/Archives/edgar/data/1096752/0001096752-19-000041-index.htm
7599,"KURA SUSHI USA, INC.",10-K,1772177,20191126,http://www.sec.gov/Archives/edgar/data/1772177/0001564590-19-044555-index.htm
7600,LUBYS INC,10-K,16099,20191126,http://www.sec.gov/Archives/edgar/data/16099/0000016099-19-000084-index.htm
7601,"MACOM Technology Solutions Holdings, Inc.",10-K,1493594,20191126,http://www.sec.gov/Archives/edgar/data/1493594/0001493594-19-000064-index.htm
7602,"MAXIMUS, INC.",10-K,1032220,20191126,http://www.sec.gov/Archives/edgar/data/1032220/0001032220-19-000105-index.htm
7603,MERIDIAN BIOSCIENCE INC,10-K,794172,20191126,http://www.sec.gov/Archives/edgar/data/794172/0001193125-19-300565-index.htm
7604,META FINANCIAL GROUP INC,10-K,907471,20191126,http://www.sec.gov/Archives/edgar/data/907471/0000907471-19-000174-index.htm
7605,"Nuance Communications, Inc.",10-K,1002517,20191126,http://www.sec.gov/Archives/edgar/data/1002517/0001002517-19-000039-index.htm
7606,RAYMOND JAMES FINANCIAL INC,10-K,720005,20191126,http://www.sec.gov/Archives/edgar/data/720005/0000720005-19-000086-index.htm
7607,SPIRE ALABAMA INC,10-K,3146,20191126,http://www.sec.gov/Archives/edgar/data/3146/0001564590-19-044464-index.htm
7608,SPIRE INC,10-K,1126956,20191126,http://www.sec.gov/Archives/edgar/data/1126956/0001564590-19-044464-index.htm
7609,SPIRE MISSOURI INC,10-K,57183,20191126,http://www.sec.gov/Archives/edgar/data/57183/0001564590-19-044464-index.htm
7610,Sonos Inc,10-K,1314727,20191126,http://www.sec.gov/Archives/edgar/data/1314727/0001314727-19-000038-index.htm
7611,TFS Financial CORP,10-K,1381668,20191126,http://www.sec.gov/Archives/edgar/data/1381668/0001381668-19-000087-index.htm
7612,UGI CORP /PA/,10-K,884614,20191126,http://www.sec.gov/Archives/edgar/data/884614/0000884614-19-000059-index.htm
7613,VISIBER57 CORP.,10-K,1627041,20191126,http://www.sec.gov/Archives/edgar/data/1627041/0001493152-19-018419-index.htm
7614,"Wesco Aircraft Holdings, Inc",10-K,1378718,20191126,http://www.sec.gov/Archives/edgar/data/1378718/0001378718-19-000046-index.htm
7615,ABM INDUSTRIES INC /DE/,10-K,771497,20191220,http://www.sec.gov/Archives/edgar/data/771497/0001628280-19-015259-index.htm
7616,ASTA FUNDING INC,10-K,1001258,20191220,http://www.sec.gov/Archives/edgar/data/1001258/0001437749-19-024736-index.htm
7617,"Advaxis, Inc.",10-K,1100397,20191220,http://www.sec.gov/Archives/edgar/data/1100397/0001493152-19-019523-index.htm
7618,Broadcom Inc.,10-K,1730168,20191220,http://www.sec.gov/Archives/edgar/data/1730168/0001730168-19-000144-index.htm
7619,CIENA CORP,10-K,936395,20191220,http://www.sec.gov/Archives/edgar/data/936395/0000936395-19-000056-index.htm
7620,"COOPER COMPANIES, INC.",10-K,711404,20191220,http://www.sec.gov/Archives/edgar/data/711404/0000711404-19-000051-index.htm
7621,EATON VANCE CORP,10-K,350797,20191220,http://www.sec.gov/Archives/edgar/data/350797/0000350797-19-000065-index.htm
7622,"ENTEST GROUP, INC.",10-K,1449447,20191220,http://www.sec.gov/Archives/edgar/data/1449447/0001640334-19-002635-index.htm
7623,Energy Services of America CORP,10-K,1357971,20191220,http://www.sec.gov/Archives/edgar/data/1357971/0001104659-19-074753-index.htm
7624,FLANIGANS ENTERPRISES INC,10-K,12040,20191220,http://www.sec.gov/Archives/edgar/data/12040/0001174947-19-001315-index.htm
7625,GOLDEN GRAIN ENERGY,10-K,1206942,20191220,http://www.sec.gov/Archives/edgar/data/1206942/0001206942-19-000020-index.htm
7626,Good Times Restaurants Inc.,10-K,825324,20191220,http://www.sec.gov/Archives/edgar/data/825324/0001214659-19-007819-index.htm
7627,"MEDTAINER, INC.",10-K,1096950,20191220,http://www.sec.gov/Archives/edgar/data/1096950/0001721868-19-000602-index.htm
7628,MOHEGAN TRIBAL GAMING AUTHORITY,10-K,1005276,20191220,http://www.sec.gov/Archives/edgar/data/1005276/0001005276-19-000018-index.htm
7629,NEUROONE MEDICAL TECHNOLOGIES Corp,10-K,1500198,20191220,http://www.sec.gov/Archives/edgar/data/1500198/0001213900-19-026720-index.htm
7630,R F INDUSTRIES LTD,10-K,740664,20191220,http://www.sec.gov/Archives/edgar/data/740664/0001104659-19-074978-index.htm
7631,"RED TRAIL ENERGY, LLC",10-K,1359687,20191220,http://www.sec.gov/Archives/edgar/data/1359687/0001359687-19-000017-index.htm
7632,SHILOH INDUSTRIES INC,10-K,904979,20191220,http://www.sec.gov/Archives/edgar/data/904979/0000904979-19-000023-index.htm
7633,"SOUTHWEST IOWA RENEWABLE ENERGY, LLC",10-K,1424844,20191220,http://www.sec.gov/Archives/edgar/data/1424844/0001424844-19-000013-index.htm
7634,SYNOPSYS INC,10-K,883241,20191220,http://www.sec.gov/Archives/edgar/data/883241/0000883241-19-000019-index.htm
7635,TORO CO,10-K,737758,20191220,http://www.sec.gov/Archives/edgar/data/737758/0000737758-19-000028-index.htm
7636,Varex Imaging Corp,10-K,1681622,20191220,http://www.sec.gov/Archives/edgar/data/1681622/0001681622-19-000083-index.htm
7637,XSUNX INC,10-K,1039466,20191220,http://www.sec.gov/Archives/edgar/data/1039466/0001185185-19-001754-index.htm
7638,ANAVEX LIFE SCIENCES CORP.,10-K,1314052,20191216,http://www.sec.gov/Archives/edgar/data/1314052/0001731122-19-000784-index.htm
7639,"Bespoke Extracts, Inc.",10-K,1409197,20191216,http://www.sec.gov/Archives/edgar/data/1409197/0001213900-19-026230-index.htm
7640,CEL SCI CORP,10-K,725363,20191216,http://www.sec.gov/Archives/edgar/data/725363/0001654954-19-013971-index.htm
7641,CLANCY SYSTEMS INTERNATIONAL INC /CO/,10-K,789318,20191216,http://www.sec.gov/Archives/edgar/data/789318/0001683168-19-003986-index.htm
7642,"CLEANSPARK, INC.",10-K,827876,20191216,http://www.sec.gov/Archives/edgar/data/827876/0001663577-19-000420-index.htm
7643,"Citius Pharmaceuticals, Inc.",10-K,1506251,20191216,http://www.sec.gov/Archives/edgar/data/1506251/0001213900-19-026259-index.htm
7644,"ESSA Bancorp, Inc.",10-K,1382230,20191216,http://www.sec.gov/Archives/edgar/data/1382230/0001564590-19-046041-index.htm
7645,"First Savings Financial Group, Inc.",10-K,1435508,20191216,http://www.sec.gov/Archives/edgar/data/1435508/0001104659-19-072964-index.htm
7646,"MALVERN BANCORP, INC.",10-K,1550603,20191216,http://www.sec.gov/Archives/edgar/data/1550603/0001564590-19-046063-index.htm
7647,Medley Capital Corp,10-K,1490349,20191216,http://www.sec.gov/Archives/edgar/data/1490349/0001490349-19-000027-index.htm
7648,"NuZee, Inc. NT",10-K,1527613,20191216,http://www.sec.gov/Archives/edgar/data/1527613/0001376474-19-000302-index.htm
7649,Optex Systems Holdings Inc,10-K,1397016,20191216,http://www.sec.gov/Archives/edgar/data/1397016/0001493152-19-019283-index.htm
7650,PETROTEQ ENERGY INC.,10-K,1561180,20191216,http://www.sec.gov/Archives/edgar/data/1561180/0001213900-19-026294-index.htm
7651,"PRUDENTIAL BANCORP, INC.",10-K,1578776,20191216,http://www.sec.gov/Archives/edgar/data/1578776/0001104659-19-072989-index.htm
7652,"RCI HOSPITALITY HOLDINGS, INC. NT",10-K,935419,20191216,http://www.sec.gov/Archives/edgar/data/935419/0001493152-19-019284-index.htm
7653,SIFCO INDUSTRIES INC,10-K,90168,20191216,http://www.sec.gov/Archives/edgar/data/90168/0000090168-19-000040-index.htm
7654,"Yumba Records Storage, Inc.",10-K,1750398,20191216,http://www.sec.gov/Archives/edgar/data/1750398/0001165527-19-000217-index.htm
7655,Avaya Holdings Corp.,10-K,1418100,20191129,http://www.sec.gov/Archives/edgar/data/1418100/0001418100-19-000132-index.htm
7656,Boxxy Inc.,10-K,1680689,20191129,http://www.sec.gov/Archives/edgar/data/1680689/0001640334-19-002497-index.htm
7657,Cannabics Pharmaceuticals Inc.,10-K,1343009,20191129,http://www.sec.gov/Archives/edgar/data/1343009/0001683168-19-003852-index.htm
7658,"ENTEST GROUP, INC. NT",10-K,1449447,20191129,http://www.sec.gov/Archives/edgar/data/1449447/0001640334-19-002477-index.htm
7659,ESCO TECHNOLOGIES INC,10-K,866706,20191129,http://www.sec.gov/Archives/edgar/data/866706/0001104659-19-068679-index.htm
7660,Fellazo Corp NT,10-K,1659207,20191129,http://www.sec.gov/Archives/edgar/data/1659207/0001640334-19-002480-index.htm
7661,KALMIN CORP.,10-K,1685570,20191129,http://www.sec.gov/Archives/edgar/data/1685570/0001640334-19-002494-index.htm
7662,Leader Capital Holdings Corp.,10-K,1715433,20191129,http://www.sec.gov/Archives/edgar/data/1715433/0001493152-19-018573-index.htm
7663,PETROTEQ ENERGY INC. NT,10-K,1561180,20191129,http://www.sec.gov/Archives/edgar/data/1561180/0001213900-19-025022-index.htm
7664,Service Team Inc. NT,10-K,1535635,20191129,http://www.sec.gov/Archives/edgar/data/1535635/0001079973-19-000618-index.htm
7665,TEMIR CORP. NT,10-K,1685237,20191129,http://www.sec.gov/Archives/edgar/data/1685237/0001213900-19-025006-index.htm
7666,TETRA TECH INC,10-K,831641,20191129,http://www.sec.gov/Archives/edgar/data/831641/0000831641-19-000193-index.htm
7667,AB INTERNATIONAL GROUP CORP.,10-K,1605331,20191022,http://www.sec.gov/Archives/edgar/data/1605331/0001663577-19-000384-index.htm
7668,"Artisan Consumer Goods, Inc.",10-K,1530425,20191022,http://www.sec.gov/Archives/edgar/data/1530425/0001477932-19-005989-index.htm
7669,JABIL INC,10-K,898293,20191022,http://www.sec.gov/Archives/edgar/data/898293/0001193125-19-271646-index.htm
7670,WD 40 CO,10-K,105132,20191022,http://www.sec.gov/Archives/edgar/data/105132/0000105132-19-000050-index.htm
7671,"ALICO, INC.",10-K,3545,20191205,http://www.sec.gov/Archives/edgar/data/3545/0000003545-19-000143-index.htm
7672,Agentix Corp.,10-K,1603345,20191205,http://www.sec.gov/Archives/edgar/data/1603345/0001477932-19-006966-index.htm
7673,EZCORP INC,10-K,876523,20191205,http://www.sec.gov/Archives/edgar/data/876523/0000876523-19-000069-index.htm
7674,"Golub Capital BDC 3, Inc.",10-K,1715268,20191205,http://www.sec.gov/Archives/edgar/data/1715268/0001715268-19-000109-index.htm
7675,Kriptech International Corp.,10-K,1687926,20191205,http://www.sec.gov/Archives/edgar/data/1687926/0001687926-19-000012-index.htm
7676,"Natural Grocers by Vitamin Cottage, Inc.",10-K,1547459,20191205,http://www.sec.gov/Archives/edgar/data/1547459/0001437749-19-023923-index.htm
7677,POWELL INDUSTRIES INC,10-K,80420,20191205,http://www.sec.gov/Archives/edgar/data/80420/0000080420-19-000039-index.htm
7678,"STAR GROUP, L.P.",10-K,1002590,20191205,http://www.sec.gov/Archives/edgar/data/1002590/0001564590-19-045389-index.htm
7679,Apple Inc.,10-K,320193,20191031,http://www.sec.gov/Archives/edgar/data/320193/0000320193-19-000119-index.htm
7680,LINDSAY CORP,10-K,836157,20191031,http://www.sec.gov/Archives/edgar/data/836157/0000950123-19-009834-index.htm
7681,LINDSAY CORP NT,10-K,836157,20191031,http://www.sec.gov/Archives/edgar/data/836157/0001193125-19-279368-index.htm
7682,"SCHNITZER STEEL INDUSTRIES, INC.",10-K,912603,20191024,http://www.sec.gov/Archives/edgar/data/912603/0000950123-19-009689-index.htm
7683,"THC Therapeutics, Inc. NT",10-K,1404935,20191031,http://www.sec.gov/Archives/edgar/data/1404935/0001477932-19-006078-index.htm
7684,Agentix Corp. NT,10-K,1603345,20191203,http://www.sec.gov/Archives/edgar/data/1603345/0001477932-19-006907-index.htm
7685,HENNESSY ADVISORS INC,10-K,1145255,20191203,http://www.sec.gov/Archives/edgar/data/1145255/0001193125-19-305328-index.htm
7686,MARINEMAX INC,10-K,1057060,20191203,http://www.sec.gov/Archives/edgar/data/1057060/0001564590-19-045148-index.htm
7687,RGC RESOURCES INC,10-K,1069533,20191203,http://www.sec.gov/Archives/edgar/data/1069533/0001069533-19-000048-index.htm
7688,SURMODICS INC,10-K,924717,20191203,http://www.sec.gov/Archives/edgar/data/924717/0001564590-19-045173-index.htm
7689,"Ascena Retail Group, Inc.",10-K,1498301,20191010,http://www.sec.gov/Archives/edgar/data/1498301/0001498301-19-000092-index.htm
7690,Oil-Dri Corp of America,10-K,74046,20191010,http://www.sec.gov/Archives/edgar/data/74046/0000074046-19-000049-index.htm
7691,"Tianci International, Inc.",10-K,1557798,20191010,http://www.sec.gov/Archives/edgar/data/1557798/0001683168-19-003220-index.htm
7692,VILLAGE SUPER MARKET INC,10-K,103595,20191010,http://www.sec.gov/Archives/edgar/data/103595/0000103595-19-000015-index.htm
7693,Clancy Corp,10-K,1681769,20191114,http://www.sec.gov/Archives/edgar/data/1681769/0001520138-19-000442-index.htm
7694,FRANKLIN COVEY CO,10-K,886206,20191114,http://www.sec.gov/Archives/edgar/data/886206/0000886206-19-000036-index.htm
7695,Freedom Leaf Inc.,10-K,1581545,20191114,http://www.sec.gov/Archives/edgar/data/1581545/0001683168-19-003615-index.htm
7696,HAMMER FIBER OPTICS HOLDINGS CORP,10-K,1539680,20191114,http://www.sec.gov/Archives/edgar/data/1539680/0001078782-19-000853-index.htm
7697,HAYNES INTERNATIONAL INC,10-K,858655,20191114,http://www.sec.gov/Archives/edgar/data/858655/0001558370-19-011048-index.htm
7698,Hartford Great Health Corp.,10-K,1482554,20191114,http://www.sec.gov/Archives/edgar/data/1482554/0001079973-19-000591-index.htm
7699,Lexaria Bioscience Corp.,10-K,1348362,20191114,http://www.sec.gov/Archives/edgar/data/1348362/0001640334-19-002303-index.htm
7700,PEN INC.,10-K,891417,20191114,http://www.sec.gov/Archives/edgar/data/891417/0001493152-19-017070-index.htm
7701,"SKYWORKS SOLUTIONS, INC.",10-K,4127,20191114,http://www.sec.gov/Archives/edgar/data/4127/0000004127-19-000049-index.htm
7702,"THC Therapeutics, Inc.",10-K,1404935,20191114,http://www.sec.gov/Archives/edgar/data/1404935/0001477932-19-006512-index.htm
7703,Toga Ltd,10-K,1378125,20191114,http://www.sec.gov/Archives/edgar/data/1378125/0001640334-19-002299-index.htm
7704,VISA INC.,10-K,1403161,20191114,http://www.sec.gov/Archives/edgar/data/1403161/0001403161-19-000050-index.htm
7705,Viacom Inc.,10-K,1339947,20191114,http://www.sec.gov/Archives/edgar/data/1339947/0001339947-19-000043-index.htm
7706,"T-REX OIL, INC.",10-K,1287900,20191204,http://www.sec.gov/Archives/edgar/data/1287900/0001065949-19-000186-index.htm
7707,MICRON TECHNOLOGY INC,10-K,723125,20191017,http://www.sec.gov/Archives/edgar/data/723125/0000723125-19-000094-index.htm
7708,"Zero Gravity Solutions, Inc.",10-K,1574186,20191017,http://www.sec.gov/Archives/edgar/data/1574186/0001437749-19-020155-index.htm
7709,CUBIC CORP /DE/,10-K,26076,20191120,http://www.sec.gov/Archives/edgar/data/26076/0001558370-19-011159-index.htm
7710,"Mueller Water Products, Inc.",10-K,1350593,20191120,http://www.sec.gov/Archives/edgar/data/1350593/0001350593-19-000064-index.htm
7711,"Novo Integrated Sciences, Inc.",10-K,1138978,20191120,http://www.sec.gov/Archives/edgar/data/1138978/0001493152-19-018107-index.htm
7712,Oaktree Specialty Lending Corp,10-K,1414932,20191120,http://www.sec.gov/Archives/edgar/data/1414932/0001414932-19-000017-index.htm
7713,Oaktree Strategic Income Corp,10-K,1577791,20191120,http://www.sec.gov/Archives/edgar/data/1577791/0001577791-19-000017-index.htm
7714,PennantPark Floating Rate Capital Ltd.,10-K,1504619,20191120,http://www.sec.gov/Archives/edgar/data/1504619/0001564590-19-043972-index.htm
7715,SemiLEDs Corp,10-K,1333822,20191120,http://www.sec.gov/Archives/edgar/data/1333822/0001564590-19-043920-index.htm
7716,WASHINGTON FEDERAL INC,10-K,936528,20191120,http://www.sec.gov/Archives/edgar/data/936528/0000936528-19-000052-index.htm
7717,Walt Disney Co,10-K,1744489,20191120,http://www.sec.gov/Archives/edgar/data/1744489/0001744489-19-000225-index.htm
7718,ACTUANT CORP,10-K,6955,20191029,http://www.sec.gov/Archives/edgar/data/6955/0000006955-19-000033-index.htm
7719,ACUITY BRANDS INC,10-K,1144215,20191029,http://www.sec.gov/Archives/edgar/data/1144215/0001144215-19-000114-index.htm
7720,Accenture plc,10-K,1467373,20191029,http://www.sec.gov/Archives/edgar/data/1467373/0001467373-19-000339-index.htm
7721,Concrete Leveling Systems Inc,10-K,1414382,20191029,http://www.sec.gov/Archives/edgar/data/1414382/0001165527-19-000175-index.htm
7722,Cyber Apps World,10-K,1230524,20191029,http://www.sec.gov/Archives/edgar/data/1230524/0001731122-19-000637-index.htm
7723,"Darkstar Ventures, Inc. NT",10-K,1530163,20191029,http://www.sec.gov/Archives/edgar/data/1530163/0001213900-19-021376-index.htm
7724,GENEREX BIOTECHNOLOGY CORP NT,10-K,1059784,20191029,http://www.sec.gov/Archives/edgar/data/1059784/0000950159-19-000197-index.htm
7725,GREEN HYGIENICS HOLDINGS INC. NT,10-K,1443388,20191029,http://www.sec.gov/Archives/edgar/data/1443388/0001165527-19-000176-index.htm
7726,GREENBRIER COMPANIES INC,10-K,923120,20191029,http://www.sec.gov/Archives/edgar/data/923120/0001193125-19-277713-index.htm
7727,"Grand Perfecta, Inc. NT",10-K,1550053,20191029,http://www.sec.gov/Archives/edgar/data/1550053/0001683168-19-003389-index.htm
7728,Hartford Great Health Corp. NT,10-K,1482554,20191029,http://www.sec.gov/Archives/edgar/data/1482554/0001079973-19-000548-index.htm
7729,NORTHERN MINERALS & EXPLORATION LTD. NT,10-K,1415744,20191029,http://www.sec.gov/Archives/edgar/data/1415744/0001654954-19-012063-index.htm
7730,PANAMERA HEALTHCARE Corp,10-K,1620749,20191029,http://www.sec.gov/Archives/edgar/data/1620749/0001640334-19-002130-index.htm
7731,Rise Gold Corp.,10-K,1424864,20191029,http://www.sec.gov/Archives/edgar/data/1424864/0001273511-19-000092-index.htm
7732,"WECONNECT Tech International, Inc.",10-K,1409175,20191029,http://www.sec.gov/Archives/edgar/data/1409175/0001683168-19-003381-index.htm
7733,"Amazing Energy Oil & Gas, Co. NT",10-K,1375618,20191030,http://www.sec.gov/Archives/edgar/data/1375618/0001654954-19-012111-index.htm
7734,"Ameri Metro, Inc. (formerly Yellowwood) NT",10-K,1534155,20191030,http://www.sec.gov/Archives/edgar/data/1534155/0001534155-19-000014-index.htm
