,Unnamed: 0,Company Name,Form Type,CIK,Date Filed,URL,EX21
6728,6728,NETSOL TECHNOLOGIES INC,10-K,1039280,20190923,http://www.sec.gov/Archives/edgar/data/1039280/0001493152-19-014421-index.htm,/Archives/edgar/data/1039280/000149315219014421/ex21-1.htm
6732,6732,Amcor plc,10-K,1748790,20190903,http://www.sec.gov/Archives/edgar/data/1748790/0001748790-19-000003-index.htm,/Archives/edgar/data/1748790/000174879019000003/exhibit21subsidiaries.htm
6734,6734,Future FinTech Group Inc.,10-K,1066923,20190903,http://www.sec.gov/Archives/edgar/data/1066923/0001213900-19-017066-index.htm,/Archives/edgar/data/1066923/000121390019017066/f10k2018ex21-1_futurefintech.htm
6739,6739,Cinedigm Corp.,10-K,1173204,20190716,http://www.sec.gov/Archives/edgar/data/1173204/0001628280-19-008761-index.htm,/Archives/edgar/data/1173204/000162828019008761/exhibit211completelistofsu.htm
6740,6740,FEDEX CORP,10-K,1048911,20190716,http://www.sec.gov/Archives/edgar/data/1048911/0001564590-19-025065-index.htm,/Archives/edgar/data/1048911/000156459019025065/fdx-ex21_6.htm
6741,6741,IRONCLAD ENCRYPTION Corp,10-K,1455926,20190716,http://www.sec.gov/Archives/edgar/data/1455926/0001052918-19-000219-index.htm,/Archives/edgar/data/1455926/000105291819000219/ex-21.htm
6748,6748,AEHR TEST SYSTEMS,10-K,1040470,20190828,http://www.sec.gov/Archives/edgar/data/1040470/0001654954-19-010095-index.htm,/Archives/edgar/data/1040470/000165495419010095/aehr_ex211.htm
6749,6749,Adtalem Global Education Inc.,10-K,730464,20190828,http://www.sec.gov/Archives/edgar/data/730464/0001558370-19-008351-index.htm,/Archives/edgar/data/730464/000155837019008351/atge-20190630ex21c2217f8.htm
6751,6751,BIO-TECHNE Corp,10-K,842023,20190828,http://www.sec.gov/Archives/edgar/data/842023/0001437749-19-017565-index.htm,/Archives/edgar/data/842023/000143774919017565/ex_156245.htm
6752,6752,"CCUR Holdings, Inc.",10-K,749038,20190828,http://www.sec.gov/Archives/edgar/data/749038/0001144204-19-042110-index.htm,/Archives/edgar/data/749038/000114420419042110/tv528087_ex21-1.htm
6753,6753,COLLECTORS UNIVERSE INC,10-K,1089143,20190828,http://www.sec.gov/Archives/edgar/data/1089143/0001437749-19-017562-index.htm,/Archives/edgar/data/1089143/000143774919017562/ex_156265.htm
6754,6754,COTY INC.,10-K,1024305,20190828,http://www.sec.gov/Archives/edgar/data/1024305/0001024305-19-000097-index.htm,/Archives/edgar/data/1024305/000102430519000097/exhibit211-subsidiarie.htm
6760,6760,LANNETT CO INC,10-K,57725,20190828,http://www.sec.gov/Archives/edgar/data/57725/0001104659-19-047753-index.htm,/Archives/edgar/data/57725/000110465919047753/a19-12375_1ex21d1.htm
6763,6763,Oritani Financial Corp,10-K,1483195,20190828,http://www.sec.gov/Archives/edgar/data/1483195/0001483195-19-000011-index.htm,/Archives/edgar/data/1483195/000148319519000011/exhibit21_k.htm
6764,6764,SHARPS COMPLIANCE CORP,10-K,898770,20190828,http://www.sec.gov/Archives/edgar/data/898770/0000898770-19-000048-index.htm,/Archives/edgar/data/898770/000089877019000048/exhibit211.htm
6770,6770,ASTROTECH Corp,10-K,1001907,20190930,http://www.sec.gov/Archives/edgar/data/1001907/0001564590-19-035928-index.htm,/Archives/edgar/data/1001907/000156459019035928/astc-ex21_9.htm
6778,6778,CONCIERGE TECHNOLOGIES INC,10-K,1005101,20190930,http://www.sec.gov/Archives/edgar/data/1005101/0001437749-19-019251-index.htm,/Archives/edgar/data/1005101/000143774919019251/ex_158412.htm
6779,6779,COPART INC,10-K,900075,20190930,http://www.sec.gov/Archives/edgar/data/900075/0000900075-19-000022-index.htm,/Archives/edgar/data/900075/000090007519000022/cprt07312019-ex211.htm
6783,6783,FONAR CORP,10-K,355019,20190930,http://www.sec.gov/Archives/edgar/data/355019/0000355019-19-000036-index.htm,/Archives/edgar/data/355019/000035501919000036/fonar_exhibit-21.htm
6792,6792,"Guidewire Software, Inc.",10-K,1528396,20190930,http://www.sec.gov/Archives/edgar/data/1528396/0001528396-19-000032-index.htm,/Archives/edgar/data/1528396/000152839619000032/gwre-7312019x10kex211.htm
6799,6799,"IONIX TECHNOLOGY, INC.",10-K,1528308,20190930,http://www.sec.gov/Archives/edgar/data/1528308/0001214659-19-006106-index.htm,/Archives/edgar/data/1528308/000121465919006106/ex21_1.htm
6800,6800,Innovation Pharmaceuticals Inc.,10-K,1355250,20190930,http://www.sec.gov/Archives/edgar/data/1355250/0001477932-19-005611-index.htm,/Archives/edgar/data/1355250/000147793219005611/ipix_ex211.htm
6802,6802,Kentucky First Federal Bancorp,10-K,1297341,20190930,http://www.sec.gov/Archives/edgar/data/1297341/0001213900-19-019268-index.htm,/Archives/edgar/data/1297341/000121390019019268/f10k2019ex21_kentucky.htm
6803,6803,"MAM SOFTWARE GROUP, INC.",10-K,832488,20190930,http://www.sec.gov/Archives/edgar/data/832488/0001437749-19-019204-index.htm,/Archives/edgar/data/832488/000143774919019204/ex_158372.htm
6809,6809,"PREDICTIVE TECHNOLOGY GROUP, INC.",10-K,1382943,20190930,http://www.sec.gov/Archives/edgar/data/1382943/0001091818-19-000239-index.htm,/Archives/edgar/data/1382943/000109181819000239/ex211.htm
6813,6813,"RAVE RESTAURANT GROUP, INC.",10-K,718332,20190930,http://www.sec.gov/Archives/edgar/data/718332/0001140361-19-017524-index.htm,/Archives/edgar/data/718332/000114036119017524/ex21_1.htm
6819,6819,"TEB Bancorp, Inc.",10-K,1751700,20190930,http://www.sec.gov/Archives/edgar/data/1751700/0001144204-19-046528-index.htm,/Archives/edgar/data/1751700/000114420419046528/tv529800_ex21.htm
6820,6820,THOR INDUSTRIES INC,10-K,730263,20190930,http://www.sec.gov/Archives/edgar/data/730263/0001193125-19-258022-index.htm,/Archives/edgar/data/730263/000119312519258022/d789706dex211.htm
6827,6827,AAR CORP,10-K,1750,20190718,http://www.sec.gov/Archives/edgar/data/1750/0001047469-19-004266-index.htm,/Archives/edgar/data/1750/000104746919004266/a2239223zex-21_1.htm
6829,6829,BUTLER NATIONAL CORP,10-K,15847,20190719,http://www.sec.gov/Archives/edgar/data/15847/0001437749-19-014273-index.htm,/Archives/edgar/data/15847/000143774919014273/ex_150059.htm
6831,6831,CONAGRA BRANDS INC.,10-K,23217,20190719,http://www.sec.gov/Archives/edgar/data/23217/0000023217-19-000006-index.htm,/Archives/edgar/data/23217/000002321719000006/cag-5x26x2019x10kex21.htm
6832,6832,DARDEN RESTAURANTS INC,10-K,940944,20190719,http://www.sec.gov/Archives/edgar/data/940944/0000940944-19-000025-index.htm,/Archives/edgar/data/940944/000094094419000025/dri-201910xkex21.htm
6834,6834,RESOURCES CONNECTION INC,10-K,1084765,20190719,http://www.sec.gov/Archives/edgar/data/1084765/0001084765-19-000011-index.htm,/Archives/edgar/data/1084765/000108476519000011/recn-20190525xex21_1.htm
6836,6836,"BOXSCORE BRANDS, INC.",10-K,1487718,20190711,http://www.sec.gov/Archives/edgar/data/1487718/0001213900-19-012471-index.htm,/Archives/edgar/data/1487718/000121390019012471/f10k2018ex21-1_boxscore.htm
6837,6837,COUNTERPATH CORP,10-K,1236997,20190711,http://www.sec.gov/Archives/edgar/data/1236997/0001062993-19-002868-index.htm,/Archives/edgar/data/1236997/000106299319002868/exhibit21-1.htm
6838,6838,KEWAUNEE SCIENTIFIC CORP /DE/,10-K,55529,20190711,http://www.sec.gov/Archives/edgar/data/55529/0000055529-19-000040-index.htm,/Archives/edgar/data/55529/000005552919000040/exhibit211.htm
6841,6841,Artificial Intelligence Technology Solutions Inc.,10-K,1498148,20190826,http://www.sec.gov/Archives/edgar/data/1498148/0001161697-19-000352-index.htm,/Archives/edgar/data/1498148/000116169719000352/ex_21-1.htm
6843,6843,HENRY JACK & ASSOCIATES INC,10-K,779152,20190826,http://www.sec.gov/Archives/edgar/data/779152/0000779152-19-000048-index.htm,/Archives/edgar/data/779152/000077915219000048/jkhy20190630-ex211.htm
6844,6844,STARRETT L S CO,10-K,93676,20190826,http://www.sec.gov/Archives/edgar/data/93676/0001437749-19-017436-index.htm,/Archives/edgar/data/93676/000143774919017436/ex_156202.htm
6845,6845,SYSCO CORP,10-K,96021,20190826,http://www.sec.gov/Archives/edgar/data/96021/0000096021-19-000093-index.htm,/Archives/edgar/data/96021/000009602119000093/exhibit211listofsubsid.htm
6847,6847,"iBio, Inc.",10-K,1420720,20190826,http://www.sec.gov/Archives/edgar/data/1420720/0001144204-19-041659-index.htm,/Archives/edgar/data/1420720/000114420419041659/tv527664_ex21.htm
6852,6852,SHARING SERVICES GLOBAL Corp,10-K,1644488,20190710,http://www.sec.gov/Archives/edgar/data/1644488/0001493152-19-010468-index.htm,/Archives/edgar/data/1644488/000149315219010468/ex21-1.htm
6854,6854,ADVANCED OXYGEN TECHNOLOGIES INC,10-K,352991,20190816,http://www.sec.gov/Archives/edgar/data/352991/0001731122-19-000497-index.htm,/Archives/edgar/data/352991/000173112219000497/e1475_ex21.htm
6855,6855,APPLIED INDUSTRIAL TECHNOLOGIES INC,10-K,109563,20190816,http://www.sec.gov/Archives/edgar/data/109563/0000109563-19-000095-index.htm,/Archives/edgar/data/109563/000010956319000095/ait-2019630x10kexx21.htm
6857,6857,II-VI INC,10-K,820318,20190816,http://www.sec.gov/Archives/edgar/data/820318/0001564590-19-032471-index.htm,/Archives/edgar/data/820318/000156459019032471/iivi-ex2101_558.htm
6858,6858,KLA CORP,10-K,319201,20190816,http://www.sec.gov/Archives/edgar/data/319201/0000319201-19-000031-index.htm,/Archives/edgar/data/319201/000031920119000031/exhibit21106302019.htm
6859,6859,Performance Food Group Co,10-K,1618673,20190816,http://www.sec.gov/Archives/edgar/data/1618673/0001564590-19-032384-index.htm,/Archives/edgar/data/1618673/000156459019032384/pfgc-ex211_7.htm
6867,6867,Luckwel Pharmaceuticals Inc.,10-K,1567098,20190702,http://www.sec.gov/Archives/edgar/data/1567098/0001493152-19-010056-index.htm,/Archives/edgar/data/1567098/000149315219010056/ex21-1.htm
6874,6874,KB HOME,10-K,795266,20190124,http://www.sec.gov/Archives/edgar/data/795266/0000795266-19-000005-index.htm,/Archives/edgar/data/795266/000079526619000005/kbh-11302018x10kexhibit21.htm
6876,6876,Senmiao Technology Ltd,10-K,1711012,20190705,http://www.sec.gov/Archives/edgar/data/1711012/0001144204-19-033853-index.htm,/Archives/edgar/data/1711012/000114420419033853/tv524097_ex21-1.htm
6878,6878,RICHARDSON ELECTRONICS LTD/DE,10-K,355948,20190805,http://www.sec.gov/Archives/edgar/data/355948/0001564590-19-028701-index.htm,/Archives/edgar/data/355948/000156459019028701/rell-ex21_10.htm
6881,6881,COMTECH TELECOMMUNICATIONS CORP /DE/,10-K,23197,20190924,http://www.sec.gov/Archives/edgar/data/23197/0000023197-19-000075-index.htm,/Archives/edgar/data/23197/000002319719000075/exhibit21fy19.htm
6883,6883,NATURAL ALTERNATIVES INTERNATIONAL INC,10-K,787253,20190924,http://www.sec.gov/Archives/edgar/data/787253/0001437749-19-018974-index.htm,/Archives/edgar/data/787253/000143774919018974/ex_157508.htm
6884,6884,"Nutanix, Inc.",10-K,1618732,20190924,http://www.sec.gov/Archives/edgar/data/1618732/0001618732-19-000114-index.htm,/Archives/edgar/data/1618732/000161873219000114/ex211-07312019x10k.htm
6887,6887,CARDINAL HEALTH INC,10-K,721371,20190820,http://www.sec.gov/Archives/edgar/data/721371/0000721371-19-000090-index.htm,/Archives/edgar/data/721371/000072137119000090/a19q4_10kx063019xexhibit211.htm
6888,6888,Fabrinet,10-K,1408710,20190820,http://www.sec.gov/Archives/edgar/data/1408710/0001193125-19-225268-index.htm,/Archives/edgar/data/1408710/000119312519225268/d766673dex211.htm
6892,6892,LAM RESEARCH CORP,10-K,707549,20190820,http://www.sec.gov/Archives/edgar/data/707549/0000707549-19-000124-index.htm,/Archives/edgar/data/707549/000070754919000124/exhibit21june2019.htm
6893,6893,Madison Square Garden Co,10-K,1636519,20190820,http://www.sec.gov/Archives/edgar/data/1636519/0001636519-19-000019-index.htm,/Archives/edgar/data/1636519/000163651919000019/tmsgcexhibit2110630201.htm
6895,6895,AMERICAN SOFTWARE INC,10-K,713425,20190715,http://www.sec.gov/Archives/edgar/data/713425/0001628280-19-008742-index.htm,/Archives/edgar/data/713425/000162828019008742/amswa-20180430ex211.htm
6900,6900,GB SCIENCES INC,10-K,1165320,20190715,http://www.sec.gov/Archives/edgar/data/1165320/0001445866-19-000862-index.htm,/Archives/edgar/data/1165320/000144586619000862/gblx_ex21z1.htm
6903,6903,"Noble Vici Group, Inc.",10-K,1500122,20190715,http://www.sec.gov/Archives/edgar/data/1500122/0001683168-19-002186-index.htm,/Archives/edgar/data/1500122/000168316819002186/nvgi_ex2100.htm
6910,6910,CAMPBELL SOUP CO,10-K,16732,20190926,http://www.sec.gov/Archives/edgar/data/16732/0000016732-19-000070-index.htm,/Archives/edgar/data/16732/000001673219000070/cpb-7282019x10xkxexb21.htm
6917,6917,VAIL RESORTS INC,10-K,812011,20190926,http://www.sec.gov/Archives/edgar/data/812011/0000812011-19-000077-index.htm,/Archives/edgar/data/812011/000081201119000077/exhibit212019-q4.htm
6919,6919,NIKE INC,10-K,320187,20190723,http://www.sec.gov/Archives/edgar/data/320187/0000320187-19-000051-index.htm,/Archives/edgar/data/320187/000032018719000051/nke-5312019exhibit21.htm
6922,6922,TOROTEL INC,10-K,98752,20190723,http://www.sec.gov/Archives/edgar/data/98752/0001558370-19-006222-index.htm,/Archives/edgar/data/98752/000155837019006222/ttlo-20190430ex21c5ad10c.htm
6926,6926,BOTTOMLINE TECHNOLOGIES INC /DE/,10-K,1073349,20190829,http://www.sec.gov/Archives/edgar/data/1073349/0001073349-19-000054-index.htm,/Archives/edgar/data/1073349/000107334919000054/epay-ex211.htm
6928,6928,CARPENTER TECHNOLOGY CORP,10-K,17843,20190829,http://www.sec.gov/Archives/edgar/data/17843/0000017843-19-000058-index.htm,/Archives/edgar/data/17843/000001784319000058/exhibit216-30x2019.htm
6929,6929,"CLS Holdings USA, Inc.",10-K,1522222,20190829,http://www.sec.gov/Archives/edgar/data/1522222/0001185185-19-001214-index.htm,/Archives/edgar/data/1522222/000118518519001214/ex_156019.htm
6933,6933,EXTREME NETWORKS INC,10-K,1078271,20190829,http://www.sec.gov/Archives/edgar/data/1078271/0001564590-19-033615-index.htm,/Archives/edgar/data/1078271/000156459019033615/extr-ex211_11.htm
6934,6934,"GREYSTONE LOGISTICS, INC.",10-K,1088413,20190829,http://www.sec.gov/Archives/edgar/data/1088413/0001493152-19-013488-index.htm,/Archives/edgar/data/1088413/000149315219013488/ex21-1.htm
6935,6935,HAIN CELESTIAL GROUP INC,10-K,910406,20190829,http://www.sec.gov/Archives/edgar/data/910406/0000910406-19-000077-index.htm,/Archives/edgar/data/910406/000091040619000077/hain-06302019xex211.htm
6936,6936,INTEGRATED BIOPHARMA INC,10-K,1016504,20190829,http://www.sec.gov/Archives/edgar/data/1016504/0001437749-19-017611-index.htm,/Archives/edgar/data/1016504/000143774919017611/ex_156616.htm
6943,6943,"Malibu Boats, Inc.",10-K,1590976,20190829,http://www.sec.gov/Archives/edgar/data/1590976/0001590976-19-000073-index.htm,/Archives/edgar/data/1590976/000159097619000073/fy2019-exhibit211.htm
6947,6947,PATRIOT SCIENTIFIC CORP,10-K,836564,20190829,http://www.sec.gov/Archives/edgar/data/836564/0001683168-19-002782-index.htm,/Archives/edgar/data/836564/000168316819002782/patriot_-ex021.htm
6948,6948,"Presidio, Inc.",10-K,1631825,20190829,http://www.sec.gov/Archives/edgar/data/1631825/0001631825-19-000028-index.htm,/Archives/edgar/data/1631825/000163182519000028/psdoex211q4fy19.htm
6950,6950,SIMPLICITY ESPORTS & GAMING Co,10-K,1708410,20190829,http://www.sec.gov/Archives/edgar/data/1708410/0001493152-19-013511-index.htm,/Archives/edgar/data/1708410/000149315219013511/ex21-1.htm
6952,6952,TSR INC,10-K,98338,20190829,http://www.sec.gov/Archives/edgar/data/98338/0001213900-19-016899-index.htm,/Archives/edgar/data/98338/000121390019016899/f10k2019ex21_tsrinc.htm
6953,6953,TWIN DISC INC,10-K,100378,20190829,http://www.sec.gov/Archives/edgar/data/100378/0001437749-19-017591-index.htm,/Archives/edgar/data/100378/000143774919017591/ex_156036.htm
6954,6954,UNIFI INC,10-K,100726,20190829,http://www.sec.gov/Archives/edgar/data/100726/0001564590-19-033600-index.htm,/Archives/edgar/data/100726/000156459019033600/ufi-ex211_10.htm
6958,6958,RESMED INC,10-K,943819,20190808,http://www.sec.gov/Archives/edgar/data/943819/0000943819-19-000017-index.htm,/Archives/edgar/data/943819/000094381919000017/rmd-20190630xex21_1.htm
6959,6959,ROYAL GOLD INC,10-K,85535,20190808,http://www.sec.gov/Archives/edgar/data/85535/0001558370-19-007532-index.htm,/Archives/edgar/data/85535/000155837019007532/rgld-20190630ex2112e4041.htm
6966,6966,"CRACKER BARREL OLD COUNTRY STORE, INC",10-K,1067294,20190927,http://www.sec.gov/Archives/edgar/data/1067294/0001140361-19-017413-index.htm,/Archives/edgar/data/1067294/000114036119017413/ex21.htm
6967,6967,"Community Savings Bancorp, Inc.",10-K,1682593,20190927,http://www.sec.gov/Archives/edgar/data/1682593/0001144204-19-046330-index.htm,/Archives/edgar/data/1682593/000114420419046330/tv529784_ex21.htm
6968,6968,DONALDSON CO INC,10-K,29644,20190927,http://www.sec.gov/Archives/edgar/data/29644/0000029644-19-000023-index.htm,/Archives/edgar/data/29644/000002964419000023/exhibit21dci20190731.htm
6971,6971,"Great Elm Capital Group, Inc.",10-K,1082506,20190927,http://www.sec.gov/Archives/edgar/data/1082506/0001564590-19-035765-index.htm,/Archives/edgar/data/1082506/000156459019035765/gec-ex211_12.htm
6972,6972,"Isoray, Inc.",10-K,728387,20190927,http://www.sec.gov/Archives/edgar/data/728387/0001437749-19-019176-index.htm,/Archives/edgar/data/728387/000143774919019176/ex_158242.htm
6977,6977,"SHINECO, INC.",10-K,1300734,20190927,http://www.sec.gov/Archives/edgar/data/1300734/0001213900-19-019170-index.htm,/Archives/edgar/data/1300734/000121390019019170/f10k2019ex21-1_shinecoinc.htm
6978,6978,SUNLINK HEALTH SYSTEMS INC,10-K,96793,20190927,http://www.sec.gov/Archives/edgar/data/96793/0001564590-19-035757-index.htm,/Archives/edgar/data/96793/000156459019035757/ssy-ex211_11.htm
6984,6984,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,10-K,1533357,20190813,http://www.sec.gov/Archives/edgar/data/1533357/0001096906-19-000283-index.htm,/Archives/edgar/data/1533357/000109690619000283/exh21_1.htm
6985,6985,DUO WORLD INC,10-K,1635136,20190813,http://www.sec.gov/Archives/edgar/data/1635136/0001493152-19-012152-index.htm,/Archives/edgar/data/1635136/000149315219012152/ex21.htm
6988,6988,KENNAMETAL INC,10-K,55242,20190813,http://www.sec.gov/Archives/edgar/data/55242/0000055242-19-000019-index.htm,/Archives/edgar/data/55242/000005524219000019/kmt630201910kex21.htm
6989,6989,MYRIAD GENETICS INC,10-K,899923,20190813,http://www.sec.gov/Archives/edgar/data/899923/0001564590-19-031849-index.htm,/Archives/edgar/data/899923/000156459019031849/mygn-ex211_9.htm
6990,6990,NEWS CORP,10-K,1564708,20190813,http://www.sec.gov/Archives/edgar/data/1564708/0001193125-19-219463-index.htm,/Archives/edgar/data/1564708/000119312519219463/d741099dex211.htm
6992,6992,"PharmaCyte Biotech, Inc.",10-K,1157075,20190813,http://www.sec.gov/Archives/edgar/data/1157075/0001683168-19-002559-index.htm,/Archives/edgar/data/1157075/000168316819002559/pharmacyte_10k-ex2101.htm
6993,6993,"SUNWIN STEVIA INTERNATIONAL, INC.",10-K,806592,20190813,http://www.sec.gov/Archives/edgar/data/806592/0001448788-19-000019-index.htm,/Archives/edgar/data/806592/000144878819000019/exh21-1.htm
7007,7007,"CAMBER ENERGY, INC.",10-K,1309082,20190701,http://www.sec.gov/Archives/edgar/data/1309082/0001580695-19-000263-index.htm,/Archives/edgar/data/1309082/000158069519000263/ex21-1.htm
